DATASET_BINARY
#Binary datasets are visualized as filled or empty symbols, depending on the value associated with a node (0 or 1).
#Each node can have multiple associated values, and each value will be represented by a symbol (defined in FIELD_SHAPES) with corresponding color and label (from FIELD_COLORS and FIELD_LABELS).
#Possible values (defined under DATA below) for each node are 1 (filled shapes), 0 (empty shapes) and -1 (completely omitted).

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).
SEPARATOR TAB
#SEPARATOR SPACE
#SEPARATOR COMMA

#label is used in the legend table (can be changed later)
DATASET_LABEL	functional_genes

#dataset color (can be changed later)
COLOR	#999999

#shapes for each field column; possible choices are
#1: rectangle 
#2: circle
#3: star
#4: right pointing triangle
#5: left pointing triangle
#6: check mark
MAG-124	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1
MAG-125	-1	-1	1	1	-1	-1	-1	-1	1	1	0	1
MAG-126	-1	-1	-1	-1	-1	1	1	-1	1	1	0	1
MAG-127	-1	-1	1	1	-1	-1	-1	-1	1	1	0	-1
MAG-128	-1	-1	-1	1	-1	-1	-1	-1	1	1	0	-1
MAG-129	-1	1	1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-13	-1	-1	1	1	-1	-1	-1	-1	1	1	0	-1
MAG-130	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	-1
MAG-131	-1	-1	1	1	-1	1	1	-1	1	1	0	1
MAG-132	1	-1	-1	-1	1	1	1	-1	1	1	-1	1
MAG-133	-1	-1	-1	1	-1	-1	-1	-1	1	1	0	-1
MAG-134	-1	-1	1	1	-1	-1	-1	-1	1	1	0	1
MAG-135	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-136	-1	-1	-1	1	-1	1	1	-1	1	1	0	1
MAG-137	-1	-1	-1	1	1	1	1	-1	1	1	0	1
MAG-138	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1
MAG-139	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1
MAG-14	-1	1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1
MAG-140	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1
MAG-141	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-142	-1	-1	-1	-1	-1	1	1	-1	1	1	0	-1
MAG-143	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1
MAG-144	-1	-1	-1	-1	-1	1	-1	-1	1	1	0	-1
MAG-145	-1	-1	-1	-1	1	1	1	-1	1	1	0	-1
MAG-146	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
MAG-147	-1	-1	-1	1	-1	-1	-1	-1	1	1	0	-1
MAG-148	-1	-1	1	-1	-1	1	-1	1	1	1	-1	-1
MAG-149	-1	-1	1	-1	-1	-1	-1	1	1	1	-1	-1
MAG-15	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-150	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1
MAG-151	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
MAG-152	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-153	1	-1	1	-1	-1	-1	1	-1	1	1	-1	-1
MAG-154	-1	-1	-1	-1	1	-1	1	-1	1	1	0	1
MAG-155	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1
MAG-156	-1	-1	-1	1	-1	-1	-1	-1	1	-1	0	1
MAG-157	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-158	-1	-1	-1	1	-1	-1	-1	-1	-1	1	0	-1
MAG-159	-1	-1	-1	-1	-1	-1	1	-1	1	1	0	-1
MAG-16	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-160	-1	-1	1	1	-1	-1	-1	1	1	1	-1	1
MAG-161	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1
MAG-162	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1
MAG-163	-1	-1	1	1	1	1	1	-1	1	1	0	1
MAG-164	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	1
MAG-165	-1	-1	-1	-1	1	1	1	-1	1	1	0	-1
MAG-166	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1
MAG-167	-1	-1	-1	1	-1	1	1	-1	1	1	-1	-1
MAG-168	1	-1	-1	-1	-1	1	-1	1	1	1	-1	-1
MAG-169	-1	-1	-1	-1	-1	1	1	-1	1	1	0	1
MAG-17	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1
MAG-170	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1
MAG-171	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-172	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1
MAG-173	-1	-1	1	1	-1	-1	-1	-1	1	1	-1	-1
MAG-174	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
MAG-175	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-176	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	-1
MAG-177	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
MAG-178	-1	-1	1	1	-1	-1	-1	-1	1	1	0	1
MAG-179	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
MAG-18	-1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1
MAG-180	-1	-1	-1	-1	1	1	1	-1	1	1	0	1
MAG-181	-1	1	-1	-1	-1	-1	1	-1	1	1	-1	-1
MAG-182	-1	-1	-1	-1	1	1	1	-1	1	1	0	-1
MAG-183	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-184	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-185	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-186	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	-1
MAG-187	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-188	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1
MAG-189	-1	-1	-1	-1	1	1	1	-1	1	1	0	1
MAG-19	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	-1
MAG-190	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-191	-1	-1	1	1	-1	-1	-1	-1	1	1	0	-1
MAG-192	-1	-1	-1	1	-1	-1	1	-1	1	1	0	-1
MAG-193	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
MAG-194	-1	1	1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-195	-1	-1	1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-196	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-197	-1	-1	-1	-1	1	1	1	-1	1	1	0	-1
MAG-198	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1
MAG-199	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-2	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	-1
MAG-20	-1	-1	-1	-1	1	1	1	-1	1	1	0	-1
MAG-200	-1	-1	-1	-1	1	1	1	-1	1	1	0	1
MAG-201	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1
MAG-202	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1
MAG-203	-1	-1	-1	1	-1	-1	-1	-1	1	1	0	-1
MAG-204	-1	-1	-1	1	-1	1	-1	-1	1	1	0	-1
MAG-205	-1	-1	1	1	-1	-1	1	-1	1	1	0	-1
MAG-206	-1	-1	-1	1	-1	1	-1	-1	1	1	0	-1
MAG-207	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-208	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-209	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	-1
MAG-21	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1
MAG-210	-1	-1	-1	1	-1	-1	-1	-1	-1	1	0	-1
MAG-211	-1	-1	-1	-1	-1	1	1	-1	1	1	0	-1
MAG-212	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-213	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-214	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	1
MAG-215	-1	-1	-1	1	-1	-1	-1	-1	1	1	0	-1
MAG-216	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1
MAG-217	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1
MAG-218	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1
MAG-219	-1	-1	-1	-1	-1	-1	1	-1	1	1	0	-1
MAG-22	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1
MAG-220	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-221	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1
MAG-222	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-223	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1
MAG-224	-1	-1	-1	-1	-1	-1	1	-1	1	1	0	1
MAG-225	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1
MAG-226	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1
MAG-227	-1	-1	1	-1	-1	-1	-1	1	1	1	-1	-1
MAG-228	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-229	-1	-1	1	1	-1	-1	-1	-1	1	-1	-1	-1
MAG-23	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1
MAG-230	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
MAG-231	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1
MAG-232	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-233	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-234	-1	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1
MAG-235	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-236	-1	-1	-1	-1	1	1	1	-1	1	1	0	-1
MAG-237	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-238	-1	-1	1	1	-1	-1	-1	-1	1	-1	0	-1
MAG-239	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-24	-1	-1	1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-240	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1
MAG-241	1	-1	1	1	-1	1	-1	-1	-1	1	-1	-1
MAG-242	-1	-1	-1	1	-1	1	1	-1	1	1	-1	1
MAG-243	-1	-1	-1	1	-1	-1	-1	-1	1	1	0	-1
MAG-244	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1	-1
MAG-245	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
MAG-246	-1	-1	1	-1	-1	-1	-1	1	1	-1	-1	-1
MAG-247	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-248	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
MAG-249	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	-1
MAG-25	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-250	-1	-1	-1	-1	-1	1	1	-1	-1	1	-1	-1
MAG-251	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-252	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1
MAG-253	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1
MAG-254	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-255	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1
MAG-256	-1	-1	-1	-1	1	1	1	-1	1	1	0	1
MAG-257	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	-1
MAG-258	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	-1
MAG-259	-1	-1	1	1	-1	1	-1	1	1	1	-1	-1
MAG-26	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-260	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1
MAG-261	-1	-1	-1	1	-1	1	-1	-1	1	1	-1	-1
MAG-262	-1	-1	-1	-1	-1	1	1	-1	-1	1	-1	1
MAG-263	-1	-1	-1	-1	1	1	1	-1	1	1	0	1
MAG-264	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
MAG-27	-1	-1	-1	1	-1	-1	-1	-1	1	1	-1	-1
MAG-28	-1	-1	1	1	-1	1	1	-1	1	1	0	1
MAG-29	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-3	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1
MAG-30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
MAG-31	-1	-1	-1	-1	-1	1	-1	-1	1	-1	0	1
MAG-32	-1	-1	1	-1	-1	-1	-1	-1	1	-1	-1	-1
MAG-33	-1	-1	1	1	-1	-1	-1	-1	1	-1	-1	-1
MAG-34	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-35	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1
MAG-36	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
MAG-37	1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1
MAG-38	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1
MAG-39	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-4	-1	-1	1	-1	1	-1	-1	-1	1	1	-1	1
MAG-40	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1
MAG-41	-1	-1	1	1	-1	1	-1	-1	1	1	-1	1
MAG-42	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1
MAG-43	-1	-1	1	1	-1	-1	-1	1	1	-1	-1	-1
MAG-44	-1	-1	-1	-1	1	1	1	-1	1	1	0	-1
MAG-45	-1	-1	-1	-1	-1	-1	1	1	1	1	-1	-1
MAG-46	-1	-1	1	-1	-1	-1	-1	-1	-1	1	-1	1
MAG-47	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-48	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1
MAG-49	-1	-1	1	-1	-1	-1	-1	1	1	1	-1	-1
MAG-5	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1
MAG-50	-1	-1	-1	-1	1	1	1	-1	1	1	0	-1
MAG-51	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1
MAG-52	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1
MAG-53	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1
MAG-54	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-55	-1	-1	-1	1	1	1	-1	-1	1	1	-1	-1
MAG-56	-1	-1	-1	1	-1	1	-1	1	1	-1	0	1
MAG-57	-1	-1	1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-58	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-59	-1	-1	1	1	-1	-1	-1	-1	1	-1	-1	-1
MAG-6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1
MAG-60	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1
MAG-61	-1	-1	-1	-1	-1	-1	1	-1	1	1	-1	-1
MAG-62	-1	-1	1	-1	-1	-1	-1	1	1	1	-1	-1
MAG-63	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1
MAG-64	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
MAG-65	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1
MAG-66	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1
MAG-67	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-68	-1	-1	1	1	-1	-1	-1	1	-1	-1	-1	-1
MAG-69	-1	-1	-1	-1	-1	1	-1	-1	1	1	-1	-1
MAG-7	-1	-1	-1	1	1	-1	1	-1	1	1	0	-1
MAG-70	-1	-1	-1	-1	-1	1	1	-1	1	1	0	-1
MAG-71	-1	-1	1	-1	-1	-1	1	-1	1	1	-1	-1
MAG-72	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1
MAG-73	-1	-1	-1	-1	-1	-1	1	1	1	-1	-1	-1
MAG-74	-1	-1	-1	1	-1	-1	1	-1	1	1	0	-1
MAG-75	-1	-1	1	1	-1	-1	1	-1	-1	-1	-1	-1
MAG-76	-1	-1	1	1	-1	-1	1	-1	1	1	0	1
MAG-77	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-78	-1	-1	-1	-1	1	-1	1	-1	1	-1	0	-1
MAG-79	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1
MAG-8	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1
MAG-80	-1	-1	1	-1	-1	-1	-1	1	1	1	-1	-1
MAG-81	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-82	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-83	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-84	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1
MAG-85	-1	-1	1	1	-1	-1	1	-1	-1	-1	-1	-1
MAG-86	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-87	-1	-1	1	1	-1	-1	1	-1	1	1	-1	-1
MAG-88	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-89	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	-1
MAG-9	-1	-1	1	1	-1	-1	-1	1	1	1	-1	-1
MAG-90	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-91	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-92	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-93	-1	-1	-1	-1	-1	-1	1	-1	-1	1	-1	-1
MAG-94	-1	-1	-1	-1	-1	-1	1	-1	1	-1	-1	-1
MAG-95	-1	1	-1	-1	-1	-1	1	-1	1	-1	-1	1
MAG-96	-1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1
MAG-98	-1	-1	-1	-1	-1	-1	-1	1	1	-1	-1	-1
MAG-99	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1
