genome	tax	AMO	hao	NXR	NAP	NAR	NAS	NIR	ccNIR	ppk1	ppk2	ppx	Ni_MP_aver	Cd_MP_aver	Cr_O_aver	Ni_O_aver	Cd_O_aver	Cr_LP_aver	Ni_LP_aver	Cd_LP_aver	Cd_HP_aver	Ni_HP_aver	Cr_MP_aver	Cr_HP_aver	CK	LDAgroup	LDA_socre	pvalue
MAG-262	p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Rubrivivax;s__						Yes	Yes			Yes		6.67539	3.846546	9.793089	9.303456	7.587272	23.338929	6.522283	9.870147	1.150756	1.350395	29.890099	34.211155	2.659634	Cr	3.480134201	0.013306752
MAG-263	p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Zoogloea;s__				Yes		Yes	Yes		Yes	Yes	Yes	151.856078	149.023409	24.181181	29.072228	28.378299	3.378843	87.456282	82.875479	183.089643	279.870938	10.678254	4.817468	17.962856	Ni	4.506867789	0.004372937
MAG-264	p__Proteobacteria;c__Alphaproteobacteria;o__UBA9655;f__UBA9655;g__UBA9655;s__												0	0	0	0	0	0	0	0	0	0	0	0	17.873912			-
MAG-27	p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__;s__					Yes				Yes	Yes		0.37753	0.540126	14.536173	17.68271	8.629694	0.657566	0.938379	1.423293	0.317023	0.202068	0.460725	0.641071	0.398381			-
MAG-28	p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__Candidatus Accumulibacter;s__			Yes		Yes	Yes	Yes		Yes	Yes	Yes	6.088224	15.172942	10.377638	7.812845	15.381608	0.900929	1.801856	12.957157	3.566938	1.38088	0.815638	0.824241	10.128867			-
MAG-29	p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__									Yes	Yes		0.485468	4.766782	4.2446945	5.3035095	5.54636	11.317921	0.673418	4.632546	5.569299	0.939996	16.296441	13.153535	0.812594	Cr	3.169308986	0.017814792
MAG-3	p__Verrucomicrobia;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA9464;g__UBA9464;s__		Yes					Yes		Yes	Yes		1.235926	0.84288	6.172609	7.649708	8.748627	0.09595	0.632197	4.048334	0	0	0	0	1.251318	CK	3.021836558	0.027140632
MAG-30	p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__UA16;g__UBA4660;s__												0	0	0	0	0	0	0	0	0	0	0	0	0.448118			-
MAG-31	p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter johnsonii						Yes			Yes		Yes	25.492624	0	3.029825	0	0	0	0	0	0	0	0.125867	0	6.551365			-
MAG-32	p__Bacteroidetes;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__;s__			Yes						Yes			1.324968	10.222241	3.882483	0.734644	3.309208	0.096791	0.007405	3.040784	3.078181	0.555748	0.094795	0.022598	11.900966			-
MAG-33	p__Bacteroidetes;c__Bacteroidia;o__AKYH767;f__b-17BO;g__;s__			Yes		Yes				Yes			0.033888	13.743949	0.445023	0.145621	0.353269	0	0.147024	0.472555	15.46487	0	0	0.058808	0.154978	Cd	3.181961946	0.017680587
MAG-34	p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__SWB02;s__									Yes	Yes		0.490589	4.50667	15.757123	10.437193	12.853566	24.235444	0.459602	9.163037	3.127095	0.242138	38.196776	36.707515	2.85632	Cr	3.539435937	0.014059573
MAG-35	p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__;s__							Yes		Yes	Yes		1.814672	5.595811	8.210305	6.084878	5.862155	0.297673	1.254485	5.325056	3.217681	0.881931	0.339533	0.255637	3.158447	CK	3.091615036	0.004208027
MAG-36	p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__PHOS-HE28;g__PHOS-HE28;s__										Yes		97.889921	0.803178	2.409967	4.728217	3.441604	17.448509	99.112278	2.008528	0.420018	34.115338	8.214118	0.967812	0.469492	Ni	4.211540738	0.011526121
MAG-37	p__Planctomycetes;c__Planctomycetia;o__Gemmatales;f__HRBIN36;g__;s__								Yes	Yes	Yes		8.577633	10.346923	0.465233	0.385192	0.445586	0.196221	3.627955	2.18192	0.422803	1.951516	0.381306	0.313665	1.209388	Cd	3.156277229	0.006927472
MAG-38	p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__						Yes			Yes	Yes		0.38995	12.444907	2.494235	4.554123	3.059557	0.094536	1.206369	3.267691	162.353752	0.153315	0.0799	0.067231	0.14239	Cd	3.684050573	0.008585539
MAG-39	p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;s__									Yes	Yes		1.026732	0.746137	1.612696	3.408206	1.685595	18.408799	2.932918	1.378106	0.243806	0.452246	11.272395	12.608326	0.562595			-
MAG-4	p__Acidobacteria;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__;s__		Yes	Yes	Yes					Yes	Yes		2.33583	3.34092	3.643981	2.768149	2.68711	2.833557	1.509612	3.99141	0.70259	0.460101	3.291744	1.56931	8.443887			-
MAG-40	p__Proteobacteria;c__UBA796;o__UBA796;f__UBA796;g__;s__							Yes		Yes			0	0	22.956615	0.226933	0.101597	0.405472	0	7.210777	0	0	0	0	1.669707			-
MAG-41	p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Rubrivivax;s__			Yes		Yes	Yes			Yes	Yes		7.286237	5.202911	11.787006	10.771781	9.146161	376.593196	11.254718	11.630568	6.831284	5.227299	369.677462	236.254529	2.305758			-
MAG-42	p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Piscinibacter;s__							Yes		Yes	Yes		17.015002	4.781691	39.688665	27.097219	21.19609	43.099793	10.0734225	18.921752	3.449121	4.015485	36.575234	19.171295	4.237977			-
MAG-43	p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__UBA6024;s__			Yes		Yes			Yes	Yes			0	0	2.201543	1.778996	11.250337	8.025529	0	0	0	0	0.280456	8.531354	0	CK	2.94939584	0.027689267
MAG-44	p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Azonexaceae;g__Dechloromonas;s__				Yes		Yes	Yes		Yes	Yes	Yes	6.180109	13.79728	96.034101	61.726547	96.546768	2.248564	13.648536	32.545585	18.092237	3.774967	1.767692	2.156242	30.79806	CK	4.021342585	0.00747779
MAG-45	p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__UBA2316;s__UBA2316 sp. 002345205							Yes	Yes	Yes	Yes		0	0.011483	2.049587	3.02269	0.907475	26.470387	0	0.29719	0	0	7.106096	0.215648	0			-
MAG-46	p__Nitrospirae;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__			Yes							Yes		63.164893	40.185927	86.119072	95.149845	70.234581	60.825836	56.984096	63.2993765	29.40331	67.898404	107.124512	62.2234105	50.6823325			-
MAG-47	p__Bacteroidetes;c__;o__;f__;g__Candidatus Kapabacteria;s__									Yes	Yes		0.202324	0	0	0	0	0	0	0	15.6541955	6.070882	0	0	1.359062			-
MAG-48	p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystineae;g__UBA2376;s__							Yes		Yes	Yes		0.086974	0.309922	0.865395	0.285276	0.494589	26.52597	0.054298	0.462244	0.097214	0	15.51821	0.949772	1.044291	Cr	3.218801012	0.044811516
MAG-49	p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__Bryobacteraceae;g__;s__			Yes					Yes	Yes	Yes		0.505127	0.439745	3.478709	1.402245	2.657695	0	1.338859	2.055032	0.402348	0.058105	0	0	3.584285			-
MAG-5	p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__								Yes	Yes	Yes		0.342729	0.027391	10.646387	7.775736	10.331876	0.180083	0.082855	0.989954	0	0.092688	0.079866	0	2.011065	CK	3.138205373	0.049360703
MAG-50	p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylocystaceae;g__Pleomorphomonas;s__				Yes		Yes	Yes		Yes	Yes	Yes	0.576308	0.95621	1.374049	1.399095	1.232107	270.063758	0.962709	0.958319	0.735799	0.642889	27.60557	332.95514	0.504787			-
MAG-51	p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__LD1;g__;s__							Yes		Yes	Yes		11.266615	18.886736	0.373239	37.376661	3.721136	5.830779	0.020753	12.86882	0.072035	0.038119	27.494964	0.025429	3.152459			-
MAG-52	p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__;s__						Yes			Yes	Yes		0.10236	0.7269	0.58777	0.159873	0.488312	17.103219	0.041697	0.311233	0.358967	0.071796	22.973229	27.892978	0.247438	Cr	3.39713036	0.003864458
MAG-53	p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Saprospiraceae;g__;s__							Yes		Yes	Yes		0.172649	1.56566	3.699757	0.826738	2.130418	0	0.823363	4.380036	0	0	0	0	4.311759	Cd	3.010695199	0.037612067
MAG-54	p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Saprospiraceae;g__;s__									Yes	Yes		0.301507	1.525192	0.202215	0.039115	0.145991	189.357984	0.051303	3.515011	0.011168	0.012527	210.298062	396.061797	0.156143			-
MAG-55	p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__;g__Rubrivivax;s__				Yes	Yes	Yes			Yes	Yes		58.46129	16.646139	39.671051	40.52054	32.202993	28.654276	87.39849	72.108304	10.158706	28.179843	39.04428	86.8586	3.345639			-
MAG-56	p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Sterolibacteriaceae;g__Methyloversatilis;s__Methyloversatilis discipulorum					Yes	Yes		Yes	Yes		Yes	12.655196	9.455467	7.483144	8.316948	7.903629	2.530154	18.755913	6.596058	22.518202	61.771873	3.095591	8.622046	3.020898	Ni	3.702561715	0.013908236
MAG-57	p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Pyrinomonadaceae;g__OLB17;s__OLB17 sp. 002333435			Yes						Yes	Yes		7.260561	26.052327	4.051989	2.477949	2.641181	0.083513	11.861072	8.978545	19.998679	3.196773	0.089307	0.026822	15.494838	Cd	3.528991519	0.010228012
MAG-58	p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__JJ008 sp. 002352145									Yes	Yes		25.612583	14.260788	5.240942	8.397747	6.835778	0.261437	4.827682	5.809185	6.421286	9.843162	0.218482	0.072376	1.716743	Ni	3.417809565	0.01162032
MAG-59	p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Crocinitomicaceae;g__;s__			Yes		Yes				Yes			0	0.340419	0	0	0	14.621304	0	0	0	0	1.307159	0	3.094802			-
MAG-6	p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__Micavibrio;s__											Yes	0.052905	0.05481	102.523745	65.674569	40.409958	0.401115	0.760832	0.491466	0	0	0.177094	0.052113	1.368889	CK	3.92459004	0.032329369
MAG-60	p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__UBA2391;s__								Yes	Yes	Yes		0.048366	0.059981	95.197678	34.146652	43.759291	1.309692	0.052862	2.328291	0.071811	0.064628	0.386301	0.09425	0.563055	CK	3.864472089	0.017047324
MAG-61	p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__SCN-70-22;s__							Yes		Yes	Yes		3.4455	18.056912	5.167567	4.7093335	5.233341	0.381161	6.890329	11.412281	0.360513	0.174799	1.318085	2.619884	14.381505			-
MAG-62	p__Acidobacteria;c__Blastocatellia;o__;f__;g__Chloracidobacterium;s__			Yes					Yes	Yes	Yes		0	5.3861515	0.8674985	0	0.89231	0	0.251065	3.822012	0	0	0	0	1.684266			-
MAG-63	p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Taibaiella;s__									Yes			0	0	0.014164	0	0	0.959584	0	0	0	0.031335	0.164899	0.031149	0			-
MAG-64	p__Bacteroidetes;c__Bacteroidia;o__AKYH767-A;f__OLB10;g__;s__										Yes		0	0.390697	0.066943	0	0.067259	8.237406	0	0.351273	0.164569	0	10.415175	10.531818	0	Cr	3.147859019	0.016552325
MAG-65	p__Elusimicrobia;c__Elusimicrobia;o__F11;f__FEN-1173;g__;s__								Yes				2.543633	5.52767	3.212321	0.461502	1.624998	0	0	5.080095	0.081512	0.042843	0	0	41.719905			-
MAG-66	p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA2396;s__		Yes						Yes	Yes			0.378051	0.215823	11.222859	5.177477	8.421277	0.141172	0.4782	9.384846	0.050516	0.031798	0.18609	0.0649785	27.390016			-
MAG-67	p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Uphvl-Ar1;s__									Yes	Yes		0.022706	0.01898	8.561931	6.259856	6.665068	4.304265	0.030691	0.084593	0	0.006207	0.751557	0.173467	0.070587	CK	2.977101543	0.009819317
MAG-68	p__Planctomycetes;c__UBA1135;o__UBA1135;f__GCA-002686595;g__;s__			Yes		Yes			Yes				1.226427	2.387619	23.937708	10.408347	14.496644	0.204183	2.484898	5.9482975	2.205641	0.676663	0.13183	0.063497	6.608268	CK	3.366183083	0.010605353
MAG-69	p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__;s__						Yes			Yes	Yes		0	0.076979	6.430542	4.770148	10.42924	0.041763	0.035093	10.2176725	0	0	0.055369	0	0.097901			-
MAG-7	p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__;g__;s__				Yes	Yes		Yes		Yes	Yes	Yes	0.706687	5.301878	11.44762	13.149294	11.195702	0.723253	1.093237	7.347895	1.394158	0.385127	0.903815	0.628052	0.97032	CK	3.165409991	0.032908333
MAG-70	p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Ga0077523;g__;s__						Yes	Yes		Yes	Yes	Yes	1.050946	2.200261	3.84779	2.107103	3.42637	10.940602	1.390944	2.882679	1.245084	0.596767	11.127921	10.247651	1.021893			-
MAG-71	p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Myxococcaceae;g__;s__			Yes				Yes		Yes	Yes		7.393619	4.199916	8.622658	7.652375	5.101723	0.222314	0.985641	4.170041	1.080403	3.321243	0.233845	0.06666	0.4416825	CK	3.010570079	0.016519133
MAG-72	p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Taibaiella;s__							Yes		Yes			0	0	0	0	0	0.321314	0	0	0	0	0.676942	16.91703	0	Cr	3.304349231	0.009078195
MAG-73	p__Proteobacteria;c__Oligoflexia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__UBA2316;s__							Yes	Yes	Yes			0.240859	3.767513	0.018588	0	0.032502	0	25.372475	3.659159	0.612337	0.052009	0	0	0.6569	Ni	3.225451526	0.008711016
MAG-74	p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhodobiaceae;g__Anderseniella;s__					Yes		Yes		Yes	Yes	Yes	0.553063	2.127365	13.105781	11.852361	7.624105	36.020713	2.137619	6.342471	0.902845	0.231823	29.366907	35.80414	1.754621	Cr	3.582916624	0.009998931
MAG-75	p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA12294;s__			Yes		Yes		Yes					0.335782	12.612989	8.918685	1.835048	5.509728	0.592328	0.025202	8.045543	3.832671	0	0.879923	0.839861	36.146627	CK	3.503470558	0.033201768
MAG-76	p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__SNC69-320;s__			Yes		Yes		Yes		Yes	Yes	Yes	1.750427	2.94186	4.723157	2.332175	2.165567	12.863219	0.97245	2.713435	0.807293	0.585521	13.039888	5.708544	1.302335	Cr	3.151607097	0.043411515
MAG-77	p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__									Yes	Yes		0	0.703877	0.197952	0.14185	0.215097	7.414372	0	0.227271	0.356797	0	13.857892	11.760923	0.403025	Cr	3.21842039	0.008459649
MAG-78	p__Proteobacteria;c__Alphaproteobacteria;o__Dongiales;f__Dongiaceae;g__;s__				Yes			Yes		Yes		Yes	0.242133	6.024662	4.146174	7.7571805	4.274709	0	1.433547	3.719177	1.184286	0	0	0.162646	9.037131	CK	3.115238208	0.021541926
MAG-79	p__Bacteroidetes;c__Bacteroidia;o__AKYH767;f__b-17BO;g__UBA2475;s__									Yes			0.069213	0.018221	0.59263	2.625407	0.712301	11.512093	0.013237	0.028127	0.039139	0.017168	22.437722	2.331727	0.098701	Cr	3.11596265	0.020880625
MAG-8	p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;s__									Yes			2.665428	1.738393	0.600742	0.881119	0.777182	0.138404	0.751636	1.233339	0.035008	0.01209	0.148	0.080345	18.201308			-
MAG-80	p__Acidobacteria;c__Acidobacteriia;o__Bryobacterales;f__Bryobacteraceae;g__;s__			Yes					Yes	Yes	Yes		2.280357	2.009361	5.563757	3.483035	5.145263	0	5.216058	4.604074	0.10297	0.328273	0	0	3.79405	CK	2.941816692	0.02398698
MAG-81	p__Planctomycetes;c__UBA1135;o__UBA1135;f__GCA-002686595;g__;s__		Yes							Yes	Yes		34.999938	0.219911	0.711521	0.438635	0.564892	0.097905	7.511206	0.481849	0.046881	0.042489	0.126619	0.08867	0.599963			-
MAG-82	p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__ELB16-189;s__									Yes	Yes		183.920016	46.864155	19.955369	24.929414	27.064913	31.327845	71.905065	24.944829	145.084153	80.300246	35.875236	16.743585	13.460754	Ni	4.262811615	0.012719413
MAG-83	p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__OLB11;s__									Yes	Yes		0.022698	0.049265	0.067033	0.038373	0.045059	145.030029	0.019638	0.047236	0.005445	0.027253	52.623662	10.027717	0.027577			-
MAG-84	p__Bacteroidetes;c__Bacteroidia;o__NS11-12g;f__UBA955;g__;s__										Yes		1.248314	0.188125	2.261641	2.167228	2.841438	0	1.677169	2.710627	0	0	0	0	1.242645			-
MAG-85	p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__UBA12294;s__			Yes		Yes		Yes					0.274045	2.458792	1.297666	0.251131	0.774537	0.265435	0	1.531299	0.271989	0	0.263308	0.166131	15.668148			-
MAG-86	p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Saprospiraceae;g__;s__									Yes	Yes		0.849469	0.255384	6.917041	2.580032	7.761469	0.219067	2.816452	4.875748	0	0	0.02909	0	16.241091			-
MAG-87	p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__			Yes		Yes		Yes		Yes	Yes		0.019352	0.588626	0.119781	0.04832	0.103736	0.565559	0.01036	0.450295	0.009283	0.00689	1.208958	0.214024	6.781542			-
MAG-88	p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__									Yes	Yes		19.525886	52.43007	15.691571	11.932467	15.123522	149.708805	25.876701	31.967229	10.874801	0.901243	276.990018	21.849815	22.300555			-
MAG-89	p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Erythrobacter;s__									Yes	Yes	Yes	0.478795	0.577726	0.671382	0.903207	0.689172	0.484659	1.097409	0.53825	230.231953	0.774295	0.50696	0.573312	0.334485			-
MAG-9	p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Pyrinomonadaceae;g__;s__			Yes		Yes			Yes	Yes	Yes		2.980266	4.088125	0.443813	0.418411	0.578573	3.662348	0.698312	2.86869	0	0	2.441903	0.198587	1.184144			-
MAG-90	p__Planctomycetes;c__UBA1135;o__UBA2386;f__UBA2386;g__UBA2386;s__									Yes	Yes		1.325776	3.449067	3.668151	3.259441	3.650695	0.155496	2.509803	11.412933	0.243051	0.144184	0.191272	0.120776	11.826405	Cd	3.135411126	0.024859446
MAG-91	p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Saprospiraceae;g__UBA3362;s__									Yes	Yes		1.563456	0.317934	6.306891	1.84594	3.62553	0.007852	13.121932	5.915033	0.053612	0.372446	0.00779	0	10.808963	CK	3.078093876	0.031618963
MAG-92	p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__;s__									Yes	Yes		2.896448	13.339036	7.271254	4.78023	8.993038	2.391863	0.705058	5.623432	6.071503	2.184299	4.133738	2.332516	5.957894	Cd	3.144557825	0.036928808
MAG-93	p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__							Yes			Yes		0	0	0.08655	0	0	0.71623	0	0	0	0	1.008089	0.289892	0.327881	Cr	3.399255627	0.009989562
MAG-94	p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__OLB14;s__							Yes		Yes			0.2126985	1.290703	0.512011	0.252587	0.366822	14.199293	0	1.491473	0.503936	0	22.534551	32.289206	14.2069495	Cr	3.74518064	0.012630415
MAG-95	p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Nitrosomonadaceae;g__Nitrosomonas;s__	Yes	Yes					Yes		Yes			19.632136	6.178222	16.394935	12.463734	17.241143	20.387125	7.54457	5.920228	2.916834	9.899803	13.659816	0.092642	12.815878			-
MAG-96	p__Bacteroidetes;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;g__Flavihumibacter;s__									Yes	Yes		0.120164	0.067988	0.033042	0.027566	0.04138	0.105502	0.011067	0.028866	0.027557	138.8338	0.125447	0.082865	0.029506			-
MAG-98	p__Bacteroidetes;c__Ignavibacteria;o__SJA-28;f__B-1AR;g__UBA2330;s__								Yes	Yes			0	0	12.495815	1.415215	7.493374	0	0	1.2669205	0	0	0	0	0.884858	CK	3.226902753	0.011585504
MAG-99	p__Bacteroidetes;c__Bacteroidia;o__AKYH767;f__b-17BO;g__;s__									Yes			40.88621	12.84595	0.024721	0.029036	0.037317	0.019071	0.393012	0.528579	19.105581	13.143655	0.047609	0.06765	5.890737	Ni	3.564294378	0.0272764
