Genome	Cd_O	Ni_O	Cr_O	Cd_L_1	Cd_L_2	Cd_L_3	Cd_M_1	Cd_M_2	Cd_M_3	Cd_H_1	Cd_H_2	Cd_H_3	Ni_L_1	Ni_L_2	Ni_L_3	Ni_M_1	Ni_M_2	Ni_M_3	Ni_H_1	Ni_H_2	Ni_H_3	Cr_L_1	Cr_L_2	Cr_L_3	Cr_M_1	Cr_M_2	Cr_M_3	Cr_H_1	Cr_H_2	Cr_H_3	CK_1	CK_2	CK_3
Metal	None	None	None	Cd	Cd	Cd	Cd	Cd	Cd	Cd	Cd	Cd	Ni	Ni	Ni	Ni	Ni	Ni	Ni	Ni	Ni	Cr	Cr	Cr	Cr	Cr	Cr	Cr	Cr	Cr	None	None	None
Pressure	None	None	None	Low	Low	Low	Medium	Medium	Medium	High	High	High	Low	Low	Low	Medium	Medium	Medium	High	High	High	Low	Low	Low	Medium	Medium	Medium	High	High	High	None	None	None
MAG-103	6.837046	13.796984	8.525064	11.053945	12.066233	12.042983	14.416208	13.418459	13.497537	2.984697	3.27359	3.156041	3.216319	3.532739	3.244129	2.045271	2.345632	2.271916	0.880143	0.903217	0.945864	4.975637	7.720155	7.397466	3.33039	3.453031	3.486642	1.29595	1.213285	1.230755	11.387085	10.886642	10.539693
MAG-104	0.966806	2.42197	1.352025	1.474948	1.531681	1.541573	1.7745805	1.9775435	2.009398	0.875708	0.924701	0.892817	4.575105	4.971298	4.886266	1.059236	1.050589	1.061818	0.374601	0.397781	0.387589	0.304847	0.546114	0.545632	0.230397	0.230448	0.219586	0.106839	0.113666	0.115093	1.855365	2.4696	4.2750795
MAG-105	0	0.34061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.678272	0.761282	0.675097	2.280199	2.505538	2.526846	2.296126	2.143285	2.188475	0	0	0
MAG-106	9.235251	13.021081	12.697726	3.90171	4.066853	3.971444	5.813307	5.435301	5.542261	5.675129	5.804973	5.544676	0.424169	0.423695	0.363821	0.232731	0.353742	0.295311	0.11768	0.12006	0.127177	0.128342	0.230604	0.215404	0.14166	0.13987	0.172392	0.09631	0.100263	0.083679	7.063823	4.607898	2.80678
MAG-107	7.163255	18.825555	9.480874	3.503535	3.794298	3.570819	5.329565	5.204793	5.371658	3.341423	3.796064	3.720019	4.144793	4.167543	3.903531	0.42026	0.486753	0.497142	0.149205	0.143304	0.137513	1.259761	1.257533	1.264091	2.12718	2.672934	2.653576	0.712154	0.701708	0.732749	6.828424	9.169631	4.299434
MAG-108	3.962406	4.691006	5.245014	4.124827	4.626773	4.589322	6.390663	7.832894	8.018945	1.619801	1.963405	1.870974	0.829253	0.794021	0.762245	0.584398	0.928011	0.8753465	0.310227	0.341345	0.349699	0.161133	0.216093	0.17749	0.158936	0.170998	0.18343	0.105548	0.096125	0.107643	6.2101355	8.804033	6.883346
MAG-109	7.467266	7.933434	7.610745	4.501	5.302459	5.136469	2.83145	3.578246	3.626789	0.517962	0.579768	0.51997	0.328188	0.316441	0.304531	0.305601	0.448175	0.428134	0.081648	0.09281	0.088169	0.357359	0.289465	0.289323	0.382895	0.453622	0.458561	0.166486	0.17296	0.230218	2.59308	3.928757	0.553376
MAG-110	1.328937	1.789357	1.731886	0.715986	0.764808	0.729808	1.40766	1.652836	1.667087	0.639559	0.716866	0.682152	0.212895	0.20087	0.213664	0.289671	0.3742	0.374098	0.088352	0.076757	0.084511	1.93719	0.970547	0.952994	3.7355	4.507297	4.518184	0.832953	0.89014	0.872195	2.789907	3.414385	3.624729
MAG-111	2.272283	3.991856	2.689133	2.591613	2.948573	2.84633	1.943516	3.222562	3.411132	1.016591	1.156347	1.106137	1.269083	1.349548	1.261067	1.340596	2.122736	1.919855	0.600688	0.633296	0.640149	0.131693	0.148679	0.150513	0.140125	0.129917	0.150619	0.084664	0.104879	0.098619	5.493142	5.679428	4.204516
MAG-112	3.398033	1.630403	5.97724	2.126532	2.598538	2.576991	3.731843	4.487386	4.474547	1.56186	1.865227	1.806419	0.198581	0.184397	0.164414	0.397207	0.54503	0.5375505	0.118343	0.121442	0.127999	0.320366	0.421398	0.358916	0.409939	0.371065	0.388773	0.221469	0.204345	0.188363	5.434046	3.773049	7.455525
MAG-113	1.754294	1.664731	3.202035	1.298811	1.6497715	1.642582	0.343699	0.541338	0.545013	0.112659	0.12218	0	0.571731	0.5741785	0.5000425	0.546684	0.794526	0.79451	0.072972	0	0.039604	0	0	0	0.101377	0	0.040363	0.053068	0	0	5.330948	4.053523	1.359935
MAG-114	2.71262	4.440339	2.612766	2.218024	2.368917	2.243379	3.337984	3.140557	3.080403	0.511837	0.53554	0.537712	0.521378	0.507467	0.491062	0.115942	0.151768	0.144386	0.025233	0	0.020118	0.06624	0.033012	0.050305	0.054047	0.053938	0.065801	0.04538	0.044261	0.046395	3.249143	4.545663	5.442363
MAG-115	5.585876	2.596023	4.899396	5.097439	6.574858	6.343563	17.294061	26.296733	26.563178	4.607565	5.613796	5.543416	0.48513	0.551218	0.547784	1.721809	2.335767	2.272533	0.709072	0.611006	0.695658	0.405756	0.511682	0.444825	0.427512	0.382261	0.379359	0.2970315	0.27118	0.239336	14.643864	6.388619	5.384209
MAG-116	5.898035	2.516615	4.93687	3.454406	5.013797	4.941417	7.440891	8.702997	8.701249	2.814434	3.7742	3.71176	0.120803	0.141321	0.1199	1.290392	1.40037	1.428688	0.804085	0.838284	0.859723	1.317046	1.41989	1.324622	2.068625	1.852517	1.761709	1.021729	1.020522	1.044789	16.743345	4.175523	3.710935
MAG-117	0.38483	0.554695	0.488401	0.864308	1.003634	1.100445	0.537597	0.680016	0.692397	0.438622	0.486425	0.448906	1.270879	1.297372	1.226175	0.676099	1.118145	1.052027	0.303256	0.403993	0.383306	0.89759	1.039309	1.047198	0.336706	0.351468	0.41807	0.113509	0.144429	0.135225	1.346273	2.258076	0.274784
MAG-118	0.162872	0.305986	0.199343	0.163959	0.14043	0.124416	0.107586	0.14621	0.158458	112.039488	112.22198	111.790349	0.051443	0.060009	0.063955	0.086572	0.090673	0.110081	0.104061	0.106996	0.126305	0.079763	0.077495	0.084095	0.077161	0.085184	0.071663	0.123263	0.049225	0.049659	0.429013	0.182388	0.112115
MAG-119	0.166859	0.400272	0.152122	0.075502	0.08317	0.068902	0.043546	0.045403	0.052336	0.039887	0.048297	0.058131	0.046568	0.043019	0.050376	0.036381	0.062004	0.0689	10.421409	10.798598	11.033315	0.058203	0.078475	0.05764	0.050281	0.048539	0.063993	0.049171	0.051215	0.049812	0.442477	0.101582	0.059703
MAG-120	0.214186	0.473149	0.199639	0.078365	0.096551	0.091527	0.078476	0.082779	0.082898	0.051309	0.09201	0.102251	0.26192	0.219635	0.213608	0.24558	0.953282	0.958323	69.015038	76.630065	77.270167	0.091266	0.098093	0.085678	0.062876	0.077444	0.063067	0.072811	0.060192	0.05802	0.476532	0.115336	0.066032
MAG-121	0.179967	0.362802	0.22274	0.078674	0.091376	0.066176	0.032304	0.053263	0.053605	0.035884	0.039756	0.034281	0.830059	0.823335	0.819483	2.191894	4.606825	4.202865	148.95492	163.154976	164.748573	0.618217	0.961287	0.921055	0.407956	0.488948	0.47958	0.889425	0.987487	1.016369	0.62283	0.083415	0.068568
MAG-122	0.306462	0.409466	0.731456	1.34096	1.423428	1.359404	0.185971	0.205629	0.2159125	0	0	0	1.2744615	1.1880315	1.208181	0.2933595	0.5279965	0.540462	0	0	0	0.304753	0.361424	0.327472	0.163109	0.173657	0.176295	0	0	0	1.799698	13.05177	0.255042
MAG-123	1.727626	2.466697	1.76323	0.606787	0.934182	0.887747	0.337631	0.444193	0.460459	0.129668	0.150987	0.136884	2.888526	2.632888	2.555013	0.412518	0.595516	0.596205	0.124126	0.138449	0.125368	5.886254	3.711697	3.663984	3.087116	3.689457	3.836315	2.245697	2.71585	2.75781	4.767473	0.793825	0.111282
MAG-124	0.75977	0.924449	0.691932	0.343816	0.485197	0.513581	0.234612	0.303213	0.310032	0.056865	0.060161	0.062486	0.396066	0.413639	0.367877	0.107356	0.18339	0.136496	0.051326	0.04479	0.051079	11.378523	6.195021	6.201788	5.83805	6.971819	6.924171	5.820565	7.315721	7.56348	1.622986	0.476066	0.104995
MAG-125	0.151417	0.408531	0.159018	0.155778	0.146213	0.155934	0.073629	0.086837	0.079041	0.017077	0.016682	0.006071	4.503111	4.319045	4.181462	1.062703	1.389825	1.284297	0.629316	0.683284	0.646091	0.065551	0.089635	0.081336	0.059513	0.070551	0.066525	0.099819	0.097181	0.108113	0.465826	0.317846	0.083846
MAG-126	0.823019	3.943891	0.827384	2.28685	2.655797	2.611571	0.950768	0.955335	0.942678	0	0	0	1.095894	1.140127	1.181014	1.998492	1.884286	1.739314	0	0	0	0	0	0	0	0	0	0	0	0	5.605789	4.932513	1.376077
MAG-127	1.464787	5.858846	1.5301055	3.223003	3.576766	3.463316	1.1973	1.285874	1.295787	0.021425	0	0.045645	0.789122	0.762361	0.775948	0.311505	0.341047	0.279987	0	0	0	0.079111	0.115818	0.126239	0.078553	0.042845	0.082878	0.045435	0.058643	0.063671	8.771381	6.490333	1.308814
MAG-128	0.16514	0.407354	0.145923	0	0	0	0	0	0	0	0	0	0.150142	0.109266	0.110701	0.161199	0.215393	0.216451	0.070227	0	0.069552	0.472339	0.583183	0.59609	0.126666	0.121929	0.153609	4.405275	5.492898	5.611192	0.566696	0.097165	0
MAG-129	0.228054	0.217211	0.1627	0.074216	0.090192	0.083822	0.039435	0.033167	0.03442	0	0	0	0.082353	0.080852	0.071775	0.062689	0.083803	0.065559	0.035545	0.019139	0.039265	1.525032	2.823009	2.742899	0.924739	0.892478	0.903553	0.602045	0.700453	0.705879	0.380656	0.35327	0.032884
MAG-130	0.505694	0.534348	0.446643	0.360755	0.402141	0.371904	0.216757	0.218179	0.24296	0.131943	0.175139	0.159866	0.150495	0.171246	0.178354	0.097987	0.120869	0.144154	0.085645	0.087324	0.079781	169.816114	276.77904	269.339705	14.880702	9.158706	8.882982	166.606938	223.393573	227.753689	0.934313	0.528385	0.184035
MAG-131	0.815671	0.634679	0.832296	0.334483	0.421974	0.410656	0.243173	0.305296	0.283571	0.141368	0.178905	0.171345	0.149984	0.144865	0.144472	0.10702	0.130222	0.125296	0.069772	0.051866	0.060954	0.710242	0.567281	0.568438	1.875554	2.158558	2.143633	4.436247	6.025182	6.131372	1.672419	0.373611	0.205422
MAG-132	3.798107	1.325665	3.465628	1.015737	1.424174	1.43809	1.902569	2.201711	2.254056	1.109642	1.621924	1.617971	0.084311	0.078833	0.074791	0.147947	0.234261	0.21244	0.130879	0.105624	0.118665	0.480404	0.543166	0.528569	0.864459	0.642839	0.608387	0.44315	0.430728	0.407176	10.779239	1.394458	0.481603
MAG-133	0.357488	0.547265	0.377857	0.205663	0.194817	0.245799	0.184196	0.205494	0.22102	17.680101	21.076422	20.548027	0.163055	0.14527	0.150329	0.389126	0.484286	0.464088	4.856135	4.780063	4.819225	1.168734	1.567538	1.578239	0.765398	0.862804	0.834271	1.893838	2.11782	2.219618	1.002946	0.226314	0.147509
MAG-134	0.271869	0.317931	0.270637	0.133313	0.180814	0.170114	0.119054	0.14905	0.11935	0.077693	0.112034	0.100509	0.094892	0.102021	0.113699	2.283455	2.067955	2.012451	17.784886	19.199151	18.71946	0.234963	0.240414	0.210969	0.220553	0.219756	0.222995	0.299412	0.344449	0.344965	0.538381	0.20211	0.108102
MAG-135	0.177871	0.2133265	0.196559	0.056858	0	0	0	0	0	0	0	0	0.063017	0.052435	0.060532	3.771289	5.104037	4.910257	1.54147	1.604071	1.644265	0.101523	0.105073	0.075436	0.12444	0.1200585	0.102456	0.201722	0.22495	0.223991	0.507835	0.100696	0.058704
MAG-136	12.222796	20.929463	12.903558	4.837756	5.933964	5.880525	2.010418	3.586	3.631816	1.324096	1.56812	1.587994	3.330505	3.463675	3.342534	0.798904	1.423062	1.330694	0.234133	0.276031	0.278927	1.365458	1.187305	1.14742	1.152643	1.337453	1.316681	0.819709	0.870419	0.88667	16.425819	4.729028	0.201205
MAG-137	0.200753	0.197451	0.183977	0.036849	0	0	0	0	0	0	0	0	0.090393	0.077553	0.075456	1.142044	1.773831	1.712262	3.486687	3.638297	3.697938	0.078047	0	0	0.084893	0.084182	0.081023	0.303268	0.314809	0.298812	0.310969	0	0
MAG-138	0.454786	0.522078	0.539794	0.36213	0.438649	0.417434	0.322253	0.374116	0.398966	0.127264	0.206896	0.176771	0.11369	0.108723	0.12396	0.11027	0.15101	0.169518	0.110384	0.091549	0.116823	122.397757	69.526873	68.289156	134.820337	134.100842	133.523181	72.179564	88.540227	89.787139	1.304231	1.166412	0.581295
MAG-139	0.248279	0.194164	0.201445	0.13804	0.188567	0.157993	0.164722	0.178741	0.186408	0.072007	0.094473	0.090906	0.091259	0.090443	0.105007	0.062746	0.09328	0.105146	0.040675	0.049694	0.051308	2.635214	1.453896	1.441969	3.138184	3.481306	3.403946	7.058887	8.197509	8.481594	0.665586	0.230487	0.188906
MAG-140	0.272142	0.319994	0.243344	0.217648	0.295053	0.276717	0.347716	0.549178	0.507891	0.19917	0.186669	0.194589	0.790668	0.836742	0.839853	0.412166	0.566934	0.537219	0.184981	0.219509	0.222831	2.162981	1.866397	1.854317	2.153607	2.420719	2.327259	3.035953	3.748248	3.768254	0.549135	0.577213	0.629828
MAG-141	4.070754	3.053536	4.367787	3.016608	3.756864	3.633178	0.908192	1.365801	1.371006	0.1323415	0.171903	0.173567	0.126758	0.121111	0.132307	0.256142	0.391446	0.367538	0.058484	0.071324	0.068285	1.283235	1.342949	1.241826	1.205408	1.378626	1.34907	0.799025	0.907431	0.90445	14.488941	4.331977	0.260218
MAG-142	3.800221	2.383817	4.381265	0.917265	1.194561	1.125673	0.475754	0.604249	0.642798	0.215318	0.256261	0.262889	0.093084	0.049688	0.07505	0.101554	0.169075	0.15242	0	0	0	1.320775	1.153125	1.080608	2.348564	2.500113	2.552238	0.778019	0.843422	0.937107	5.471487	1.35735	0.237048
MAG-143	5.204517	7.295307	9.001433	4.040094	4.859945	4.850673	1.12703	1.837882	1.93653	0.379084	0.445069	0.435958	0.793934	0.865811	0.858805	0.241649	0.481001	0.478704	0.075076	0.081766	0.07439	23.051406	27.595099	27.297428	15.707977	20.746771	20.63606	18.338359	20.315461	20.674872	9.078339	6.65627	1.119646
MAG-144	2.773149	7.494988	2.138592	2.302152	2.533743	2.5653175	0.34564	0.667099	0.627796	0.139826	0.173011	0.167908	2.498805	2.968	2.911872	0.430437	0.716257	0.715998	0.083257	0.06694	0.076491	0.464395	0.485559	0.494701	0.369721	0.443723	0.411419	0.279043	0.280736	0.323515	4.464558	1.102067	0.154026
MAG-145	6.750798	12.956161	11.153812	0.774313	1.158591	1.127888	0.21001	0.281804	0.295825	0.13175	0.154259	0.158783	0.569054	0.588084	0.580979	0.106346	0.136069	0.148453	0.061926	0.060352	0.057284	0.357745	0.445301	0.429313	0.190652	0.267438	0.259412	0.243177	0.288319	0.260601	27.323674	2.347986	0.15212
MAG-146	1.382485	0.988838	2.044942	1.589955	1.873312	1.798176	0.889878	1.023234	1.061235	0.33867	0.386637	0.397508	0.105953	0.106947	0.110049	0.202406	0.331946	0.29325	0.063509	0.069458	0.074932	2.396204	2.477921	2.412173	1.702039	2.203283	2.27915	0.98443	1.038061	1.090799	2.291257	3.016995	7.149219
MAG-147	0.902024	1.111345	1.35181	0.671317	0.762856	0.7271495	0.2214	0.29047	0.284898	0.091527	0.114606	0.102236	0.134234	0.129602	0.138517	0.0746495	0.106808	0.086328	0.013518	0	0	3.232305	3.479972	3.383957	2.3418125	3.028492	3.115055	1.730327	1.756676	1.82922	2.475126	1.794007	1.387666
MAG-148	0.781185	1.579506	1.283346	0.696945	0.668798	0.665636	0.469312	0.431328	0.435086	0.160126	0.190263	0.151105	3.003214	3.168436	2.949745	4.089209	5.171945	4.827635	1.728224	1.752694	1.820001	1.794947	2.255293	2.31466	1.023407	1.102651	1.040773	0.614559	0.697514	0.646089	2.29319	0.661992	0.335201
MAG-149	5.665552	9.423075	7.801188	1.841887	2.167199	2.04982	0.425965	0.600383	0.588069	0.216126	0.209572	0.205432	0.979891	0.99969	0.981161	0.937023	1.303503	1.243108	0.340215	0.325056	0.333235	2.184264	4.053722	3.979206	0.879425	1.100321	1.128425	0.299052	0.323185	0.312902	21.637981	2.293624	0.223629
MAG-150	21.392056	42.408302	19.140897	39.53253	42.274796	41.814753	11.355102	16.826824	17.252561	6.758231	7.224029	7.196412	18.451353	19.699368	18.872807	14.64709	19.710316	18.550975	7.202774	7.186378	7.527299	3.666258	5.758985	5.636283	1.948037	2.121052	2.154967	0.734109	0.705625	0.772401	95.227408	24.118171	10.525991
MAG-151	3.578336	3.916823	4.699796	2.192967	2.450171	2.485576	1.069529	1.230435	1.282032	0.705318	0.759064	0.715268	0.705958	0.735785	0.67653	0.299313	0.515448	0.488148	0.189875	0.207597	0.195269	0.446578	0.504052	0.499935	0.31213	0.364779	0.326751	0.189942	0.200963	0.191486	8.432517	4.283619	2.620489
MAG-152	5.73863	6.296183	7.318554	2.986633	3.36498	3.257741	1.043278	1.52262	1.531907	0.647125	0.660805	0.731691	0.361303	0.304148	0.315111	0.152533	0.201936	0.182441	0.066855	0.076372	0.060846	0.857746	0.777339	0.740522	0.810119	1.004644	0.984724	0.655347	0.610821	0.604717	11.75959	2.420837	0.528086
MAG-153	0.59098	0.703082	0.564967	3.151679	3.358128	3.495031	4.429206	5.879487	6.164911	2.245617	2.396197	2.342397	0.047005	0.041282	0.043422	0.325954	0.463435	0.451197	0.147937	0.159081	0.156662	0.306141	0.259265	0.20461	0.26058	0.374728	0.310524	0.23069	0.21108	0.266147	1.523859	1.516157	11.632955
MAG-154	1.931821	1.456068	2.372987	1.538827	1.574718	1.631776	0.664736	0.798385	0.834287	0.519128	0.570321	0.551294	0.058531	0.075165	0.0594065	0.075741	0.114221	0.095288	0.036176	0.042977	0.033957	5.034416	3.716135	3.568452	6.503979	8.194092	8.323103	9.613661	9.381964	9.495023	3.494583	0.992298	0.4658725
MAG-155	1.060167	1.275326	1.103568	1.162872	1.266646	1.208795	1.358534	1.780626	1.865373	0.826147	0.927887	0.801336	0.103169	0.079117	0.096468	0.139548	0.182831	0.207767	0.053851	0.035654	0.066483	0.432808	0.465624	0.473435	0.331558	0.41803	0.40773	0.230502	0.185024	0.218305	2.228016	1.067279	1.267286
MAG-156	2.129858	1.390721	2.685173	2.79443	3.045596	3.046331	3.679451	4.8421735	4.950784	1.320865	1.385252	1.400248	0.659557	0.658708	0.655401	1.55898	2.172402	2.069167	0.454051	0.492696	0.474182	0.1930265	0.077702	0.084649	0.250633	0.328023	0.28631	0.036047	0.040007	0.040228	0.805804	1.946568	0.76006
MAG-157	1.578857	0.729389	1.772716	1.043249	1.3411775	1.359524	0.381806	0.506792	0.487051	0.20902	0.277494	0.268966	0.32398	0.345753	0.321358	0.267786	0.44935	0.378419	0.135552	0.147386	0.138534	6.094405	4.547049	4.566313	5.25757	6.94558	7.000885	4.459078	4.66154	4.73682	1.311366	1.10971	0.33394
MAG-158	11.89161	4.773417	11.3941235	8.986725	11.35114	11.051007	8.709776	10.753816	11.025708	2.406785	2.826014	2.817524	3.232805	3.298908	3.189825	6.127079	9.577454	9.296932	3.168765	3.520579	3.705537	76.513383	49.914707	48.698361	78.044654	92.440103	92.113275	11.116549	11.687804	11.741231	17.54759	14.229929	4.840736
MAG-159	0.394645	0.347456	0.62917	0.336513	0.375429	0.337633	0.308644	0.401493	0.35008	0.420879	0.494286	0.507596	0.184052	0.180825	0.166724	0.219341	0.206492	0.21929	0.258403	0.238439	0.256289	26.29	15.323033	14.789936	30.734327	33.531414	32.949986	2.953533	2.944993	2.917907	0.739693	0.336475	0.144791
MAG-160	1.998946	1.743292	2.8066	1.888597	2.3809435	2.434681	1.531422	2.169439	2.170211	0.617974	0.692871	0.675017	0.464947	0.378673	0.42167	0.088302	0.134858	0.126666	0.055409	0.04808	0.039985	3.73438	3.367331	3.291052	5.251118	6.670813	6.668946	0.505694	0.556687	0.58124	4.841778	2.384928	1.535082
MAG-161	2.581556	1.166936	3.428484	0.693425	0.839747	0.891561	0.082259	0.075409	0.046333	0	0	0	0	0	0	0	0	0	0	0	0	0.375606	0.639165	0.662845	0.639905	0.671803	0.649708	0.154006	0.110741	0.145703	3.685559	0.875924	0.204891
MAG-162	0.574811	0.462838	1.032975	0.630926	0.789128	0.791249	0.542502	0.633508	0.678105	0.105086	0.106119	0.11424	0.072503	0.049279	0.049689	0	0	0	0.058291	0.055828	0.073026	1.634429	2.568144	2.477549	1.712637	2.01313	2.029204	0.526684	0.476402	0.459658	0.40951	0.536642	0.085384
MAG-163	1.263769	0.230215	1.9383785	2.371694	2.876632	2.974059	0.479182	0.484867	0.449277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.300214	1.797918	0.214024
MAG-164	4.275476	7.868274	0.568621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.262398	0.194002	0.208991	1.139371	0.991483	0.97298	0.445834	0	0.245283
MAG-165	0	0	0	0	0	0	0	0	0	14.60024	13.91725	14.456592	0	0	0	0	0	0	0.351724	0.317097	0.292786	0	0	0	0	0	0	0	0	0	0	0	0
MAG-166	0.5419728	0.5142888	0.5084184	0.177828	0.170988	0.1744488	0.1257936	0.1190376	0.1105272	0.2217816	0.2141088	0.2475456	0.14694	0.1673304	0.1824696	0.8401728	1.1745672	1.151196	0.7063296	0.7414368	0.6187992	23.7422784	12.7953264	11.6414592	45.3317664	49.7835744	49.3811832	13.1699688	15.204024	14.778096	1.2049312	1.4931592	1.2206776
MAG-167	27.3578976	34.1132112	19.9081248	3.0097128	2.922492	3.1254936	1.5865536	1.1683344	1.1701776	6.1871328	6.768	7.1243928	7.7653272	8.3891184	8.3876544	6.5748864	10.0601304	10.472232	28.5035616	31.3754904	28.8303696	1.1660784	1.0255032	0.8718408	0.6042864	0.5587392	0.5168376	0	0	0	12.4615368	12.415052	12.4921608
MAG-168	2.791513	1.732132	3.079014	1.802101	1.856792	1.865182	5.119689	7.115895	7.083929	5.262749	5.758161	5.767593	0.944179	0.924782	1.124917	1.836381	2.154527	1.968003	1.182979	1.217571	1.106132	0.618765	0.807083	0.733825	0.66021	0.79113	0.825665	0.588408	0.610223	0.699183	2.556786	1.185444	1.131672
MAG-169	0.840634	0.613371	0.94537	0.769871	0.822457	0.77696	2.475963	3.147931	3.095724	0.919148	0.946524	0.868058	0.339641	0.307516	0.278683	0.170442	0.237996	0.227815	0.080542	0	0	0.196237	0.185974	0.105004	0.57529	0.622895	0.666776	0.156793	0.177789	0.159442	0.832132	0.704913	1.315074
MAG-170	1.437163	0.594195	1.441266	1.532349	1.554312	1.561354	9.126525	11.126484	11.367512	1.914008	1.948498	1.941855	0.406837	0.436156	0.412274	0.51492	0.598064	0.616992	0.525229	0.46364	0.499722	0.207864	0.214689	0.20157	0.2528	0.289413	0.282273	0.216606	0.232598	0.256293	0.90719	0.648244	0.340145
MAG-171	3.729464	1.1370765	5.270234	1.097724	1.1079985	1.151779	2.547695	2.977228	3.057403	0.556806	0.567061	0.52124	0.145573	0.100758	0.064391	0.081527	0.1226865	0	0	0	0	0.144542	0	0	0.26496	0.305796	0.304559	0	0	0	3.397899	0.793619	0.153593
MAG-172	12.060823	6.282865	15.781234	27.184217	30.64604	30.858179	79.396656	109.38724	110.798306	14.936708	16.089052	16.025665	2.621365	2.382705	2.254278	2.838429	4.369035	4.262621	1.387641	1.439502	1.421173	0.365473	0.47919	0.477418	0.353903	0.424964	0.408692	0.336232	0.346646	0.349075	9.421826	20.839411	20.736467
MAG-173	0.777256	0.4786	0.60445	0.607887	0.712028	0.678997	0.789527	1.004171	1.064675	0.342666	0.373779	0.36674	0.294981	0.308632	0.330636	0.172476	0.202326	0.250556	0.152387	0.171719	0.195237	0.087692	0.080138	0.075175	0.096581	0.082796	0.10837	0.083793	0.097344	0.099181	0.476592	1.454057	15.981018
MAG-174	9.103746	8.070457	3.855001	13.900589	13.424283	13.87487	10.257965	10.074546	10.439255	0.224207	0.233899	0.198519	10.662049	10.769049	9.901444	0.523954	0.644889	0.621857	0	0	0	0	0	0	0	0	0	0	0	0	3.101663	27.579839	152.685348
MAG-175	1.469901	1.273058	1.247625	1.069457	1.130463	1.038082	1.297815	1.772922	1.800389	1.227726	1.314348	1.239994	0.916363	0.782097	0.86531	0.982518	1.104426	1.131552	0.995161	0.921926	0.998292	0.505884	0.57695	0.621901	0.430034	0.573617	0.544423	11.308502	13.386246	13.841056	1.202674	0.694957	0.587557
MAG-176	1.637288	1.465807	1.62975	1.279862	1.325911	1.246669	1.926889	2.434242	2.652689	6.700323	7.213099	7.099816	1.00227	0.991916	0.878273	1.319912	1.622016	1.479584	23.536227	26.334972	26.832389	0.422129	0.591924	0.561321	0.412427	0.54912	0.446968	0.953012	1.136589	1.198924	1.554783	0.970517	0.612569
MAG-177	28.043217	35.02002	23.556867	19.205	17.765861	18.068554	12.189377	12.251289	12.256999	1.077218	1.109721	1.132458	77.362788	83.542847	78.181541	39.680977	36.188812	33.295562	2.970081	2.8071965	3.092357	11.1850625	153.244369	151.219098	9.687459	8.871684	8.991001	33.242103	36.650615	36.95418	7.9110075	32.729629	6.138921
MAG-178	217.937055	263.725802	178.357554	146.988234	136.87807	137.734574	85.127167	80.0134055	81.459946	1.871342	1.804347	1.864574	707.479814	757.464156	702.582203	338.897717	294.467592	274.906488	12.327125	11.039461	11.673566	7.7425515	23.287203	23.0188	15.766506	16.917908	16.396285	10.461953	11.369274	11.713386	44.881307	287.599585	42.874755
MAG-179	6.526618	14.12211	4.269218	2.454679	3.116973	3.243114	0.516006	0.487374	0.522769	0.209339	0.1867055	0.172197	1.142857	1.2292035	1.203895	0.742038	1.1328	1.079246	0.13715	0.114384	0.103965	0.260423	0.357399	0.356719	0.279571	0.332655	0.2859025	0.185768	0.271753	0.217901	14.837351	22.100786	0.690276
MAG-180	0.990214	0.996812	0.702617	0.617937	0.698034	0.745836	0.339375	0.438725	0.455986	0.276776	0.266456	0.244526	0.314163	0.274333	0.297009	0.204539	0.237786	0.254584	0.122942	0.079377	0.081733	63.787072	58.294231	56.374656	42.864942	61.051632	60.504455	12.772119	17.722474	17.989274	1.418181	0.843134	0.129408
MAG-181	2.64243	3.662612	2.2491305	3.793148	3.747786	3.665335	7.71576	9.160064	9.720476	8.744548	8.273298	8.320109	6.329298	6.693105	6.647051	10.526596	12.934018	12.508859	17.624513	18.647892	19.196311	0.622855	0.834005	0.829273	1.04502	1.115189	1.168836	0.661557	0.7728	0.804752	1.642529	2.467832	1.652196
MAG-182	14.1892255	9.470921	12.916598	43.784748	42.840205	43.836033	55.599746	62.852032	63.636731	53.809158	49.1119805	49.7259065	21.764431	23.208838	22.984432	49.118334	64.286506	63.953117	35.312272	36.134147	36.72915	0.563596	0.736983	0.747988	2.017322	2.034288	2.083563	0.626188	0.74127	0.798324	3.2773355	24.519595	7.697562
MAG-183	12.123194	23.360177	7.565237	20.558472	21.250264	21.238689	47.517159	56.494942	57.5866	68.780343	63.722617	63.531496	30.527417	32.14791	31.153617	39.447128	52.773176	50.654489	321.999439	367.51474	367.08044	2.067099	3.634523	3.466079	5.464554	5.808553	5.823416	2.095952	2.551883	2.484712	2.61595	9.805229	4.818939
MAG-184	1.820683	2.844133	1.979307	1.177197	1.155901	1.131132	0.821487	0.855993	0.934332	0.256715	0.288682	0.261999	5.018863	5.460848	5.330009	2.159027	2.986686	2.832651	0.355798	0.305342	0.319719	0.029786	0.027118	0.028869	0.051923	0.037916	0.026271	0.031558	0.026505	0.022125	1.773395	1.706539	0.440875
